Date,Close,High,Low,Open,Volume,SMA_14,RSI_14,sentiment_score
2020-01-20,685.5015258789062,719.7911481994419,682.839761284159,719.7911481994419,32545850,685.8929704938616,54.33252214654264,-0.25
2020-01-21,686.1948852539062,691.5407512237331,680.8713564368783,683.8239219068291,18922720,686.6694466727121,54.60052973057306,0.3333333333333333
2020-01-22,685.9488525390625,691.9433921150559,684.9423069375898,690.7131763493682,10322817,686.6071341378348,49.591946852883325,0.3333333333333333
2020-01-23,683.0410766601562,689.7960947547332,680.2898440689846,687.3580003916201,11247739,686.2780107770648,47.88587955845232,1.0
2020-01-24,680.670166015625,687.2909825261135,679.3280852091012,683.1082008428737,14628445,686.918683733259,54.701058669903176,1.0
2020-01-27,673.9598388671875,681.9674704241261,673.2664314282462,677.6952802850295,13387750,686.3419145856585,45.60074911996361,0.0
2020-01-28,658.3919067382812,675.5031818296184,654.7459935025485,674.8768456496997,24532236,685.019025530134,40.940891690993354,0.0
2020-01-29,662.0155029296875,668.5244541677285,654.9472866809749,659.4208095162297,24746565,682.8413739885602,33.110256162292714,0.3333333333333333
2020-01-30,645.865966796875,661.9482981087504,644.1884108522094,661.6351599067466,22402689,679.5213710239956,28.12627280712387,0.0
2020-01-31,631.5060424804688,650.115939458839,629.5153479649114,650.004074503463,34750310,675.3018755231585,25.14584802427865,0.0
2020-02-03,619.8077392578125,626.2720164126083,609.7646795449248,612.8290505582687,30712290,670.7037266322544,24.072048241937352,-0.25
2020-02-04,638.1045532226562,640.8333893471847,625.3102596223829,626.2944084877797,25383901,667.5898306710379,34.42544808947878,-0.4
2020-02-05,647.9909057617188,649.9145288544571,639.849132797698,641.9068982608502,18472100,664.733158656529,36.07040604350144,0.0
2020-02-06,652.1513061523438,656.26695662953,644.2332031533095,650.4961469348968,15538577,660.7964477539062,28.544028619779027,0.0
2020-02-07,641.347900390625,649.713405164779,638.9545395503509,649.1094657338193,12209212,657.6426173618862,31.207172008177878,0.0
2020-02-10,642.2200927734375,646.6488813487252,630.9691553464403,638.8201869242226,15142476,654.5015607561384,31.31173692114949,1.0
2020-02-11,649.8922729492188,655.9091502920886,646.4476326193693,647.4989123607826,13999816,651.9260907854352,35.58655251414504,0.0
2020-02-12,657.7432861328125,659.7787743619559,650.8987994375913,651.4132707150139,13533565,650.1191057477679,40.271793343175474,0.0
2020-02-13,659.465576171875,661.076061195236,654.2986456938107,661.076061195236,13565659,648.6044921875,41.804943038249384,0.0
2020-02-14,665.4824829101562,671.6782959370149,650.0487633667867,660.8523610746443,21227841,647.9989667619977,46.70605371988046,0.0
2020-02-17,661.2997436523438,673.7808982963232,659.5327193324579,666.108801931165,13149130,648.2066693987165,51.23953309757869,0.0
2020-02-18,656.4459838867188,660.2484966614289,651.9724605253016,660.2484966614289,11127161,647.8088466099331,47.65050385519126,0.0
2020-02-19,672.7296142578125,673.9150960904617,659.8905874009041,661.7918138192991,14084409,649.7276785714286,61.31959689814025,0.0
2020-02-20,664.7443237304688,674.6084467350322,663.7825121618259,669.687583672214,16892268,652.1018415178571,64.8008188371686,0.0
2020-02-24,646.40283203125,660.7404777544862,643.9871345353313,657.4971707893623,21370214,654.0014910016741,61.181129921930655,-0.3333333333333333
2020-02-25,633.6309814453125,649.2883120922913,630.7678836964259,649.2883120922913,27745062,653.6819501604352,48.027586607771894,0.5
2020-02-26,622.7155151367188,631.8191601622372,620.6353526146177,630.7678804610105,29362748,651.8765651157925,38.95621229059814,-0.25
2020-02-27,620.1432495117188,623.5207586374837,612.4263599498594,620.9260652375485,25054993,649.5902753557477,35.81762441828516,-0.25
2020-02-28,594.375732421875,607.0582205033455,592.7429101600251,606.1187459732274,39315769,646.2351205008371,31.62401815458908,-1.0
2020-03-02,588.7837524414062,612.4263145698782,582.0510718430629,606.2081051825395,29500495,642.4182390485491,29.83966159223891,0.0
2020-03-03,600.7281494140625,605.6714099989539,591.4008335900859,594.8454740172322,27398798,638.906515938895,32.03073517148886,0.0
2020-03-04,599.3189086914062,605.6265863851147,585.0930684252744,604.8213738082619,22105261,634.7333461216518,27.59093903499347,0.0
2020-03-05,586.5470581054688,607.4831839260905,584.2431656944867,604.9108873026663,30510390,629.52488054548,24.21704609952802,0.0
2020-03-06,568.5857543945312,576.2579099445863,555.2099199542964,568.1384140570675,33734039,622.6036856515067,18.40724814649127,0.0
2020-03-09,498.41845703125,555.1651920392663,489.8516505743549,554.7401888514859,88187018,610.9693080357143,12.869686107863856,-0.6666666666666666
2020-03-11,516.0441284179688,527.1832005807552,495.6671803789598,495.6671803789598,59578576,600.9406040736607,19.755222229059157,0.3333333333333333
2020-03-12,475.5363159179688,492.5357258130127,469.1391701914128,485.378101545366,55970485,586.8553684779575,11.535782818427776,-0.6666666666666666
2020-03-13,494.4593200683594,509.9824462826877,421.58552595652526,446.45833304032806,73297403,574.6921539306641,18.14377374773362,-0.6666666666666666
2020-03-16,454.3764953613281,483.00708036530347,449.5898049196661,474.44027486498334,38482258,560.9759870256696,16.77888519772371,-1.0
2020-03-17,450.9319152832031,474.1942690006391,448.78462201274766,468.49050072051966,45445979,547.9260537283761,17.33844714380409,-1.0
2020-03-18,433.2615051269531,463.4131116395079,429.9063628131876,458.6711544738802,44730415,534.3936244419643,16.92956509704645,-1.0
2020-03-19,410.5359191894531,432.59042415453,399.1284125023437,411.6095658236809,61404010,519.4216722760882,15.81673336515216,0.0
2020-03-20,455.3830871582031,462.9657149231966,416.0383696644293,420.2882223245293,63360475,509.4936261858259,28.660713139487143,0.0
2020-03-23,395.4825134277344,424.9854448385333,391.7247351423912,409.8648934921591,40670949,495.68639482770647,24.564402857514352,0.0
2020-03-24,422.0329284667969,433.9325104811008,400.73893016882965,416.0383884925765,45734887,482.92245047433033,27.35671895987045,-0.16666666666666666
2020-03-25,484.14788818359375,515.1494403179707,430.9128936371874,431.15893082862937,73130298,474.6959490094866,37.352001359871565,0.0
2020-03-26,476.96783447265625,499.648645569476,466.2984692637249,490.2094960975014,45744488,466.86886160714283,37.81645329097307,0.0
2020-03-27,476.699462890625,495.3540929516579,468.0208212280606,489.8516573515531,41657940,460.30555507114957,39.365227419885564,0.0
2020-03-30,460.9750061035156,480.815118140311,456.30017996614265,465.51565999753865,30229866,457.63102286202565,45.04146796993455,0.0
2020-03-31,498.2395324707031,505.41952430798887,468.8260681247117,480.4348787671312,44292810,456.35926600864957,47.75876342282975,0.5
2020-04-01,483.3426513671875,503.093264271414,467.5734569491014,502.0419846435416,41597459,456.9168613978795,51.050385557750865,0.0
2020-04-03,482.0005798339844,507.4997254458984,472.5390630031507,507.4997254458984,41367807,456.0269513811384,48.240354942728175,0.3333333333333333
2020-04-07,539.5526123046875,543.086660841312,492.088426868368,493.0278714782651,54373624,462.1109597342355,61.46436397766318,0.0
2020-04-08,533.3119506835938,549.7969487728319,518.929571501776,527.8766166035285,49880330,467.9952479771205,61.005188453979656,-1.0
2020-04-09,545.7484130859375,551.4968858405396,533.6922622821191,543.0866484415843,33032857,476.030027117048,65.24030209278365,0.0
2020-04-13,531.9700317382812,543.5341094585195,527.8767178037374,538.5908487718674,23673784,484.70389229910717,66.8613050597479,0.0
2020-04-15,514.3889770507812,552.928454098454,511.32460598764607,535.5040393591676,35321842,488.9185987200056,58.86424450379293,0.0
2020-04-16,522.53076171875,531.2094028193618,512.2192985890305,514.3889290016788,37455706,497.9934735979353,72.60064986849864,0.0
2020-04-17,547.5601806640625,550.2443422338717,533.5356723756136,543.9813981126731,33269335,506.95970589774,72.45157407521627,0.0
2020-04-20,556.4177856445312,562.3227974116861,537.7184224485133,548.4548889228998,36030932,512.1218414306641,65.96815943048827,0.0
2020-04-21,553.5324096679688,560.0860954670951,520.719067459836,541.2972622124873,61371628,517.5907396589007,67.24434480826497,0.2
2020-04-22,610.0106811523438,619.5393292310587,581.5590584712065,590.5061043699907,142683366,527.1129695347378,73.95882695183336,0.10344827586206896
2020-04-23,613.2764892578125,619.9644376621593,605.403058862397,611.6884008834603,65464502,537.9916469029018,78.65499355944984,-0.09090909090909091
2020-04-24,633.8994140625,668.7705820869983,602.674159716329,603.993843697594,134986308,547.681638445173,77.22904960862058,0.0
2020-04-27,639.6030883789062,659.8458058753123,636.5834515375906,641.5043146604703,58482901,558.8430982317243,82.56571984768402,0.0
2020-04-28,638.8873291015625,651.1000185601599,622.7825996528488,648.6619839341811,78453401,570.04929460798,82.78182621184031,0.0
2020-04-29,638.3504638671875,650.294808910519,635.2413590168171,646.3804914740855,37494672,577.1062840053013,77.10145869009214,0.0
2020-04-30,655.8196411132812,668.770532341543,643.3161499559969,650.4290406318744,71345899,585.8568333217075,81.65531459342293,-0.5333333333333333
2020-05-04,642.0411376953125,655.372237059235,634.100578563775,644.1884308722197,53456868,592.73488507952,74.7101337140788,0.0
2020-05-05,653.4263305664062,661.6352953042017,647.4094531412376,650.3172850620577,44903763,601.4103349958148,81.55505460616202,0.0
2020-05-06,653.4711303710938,664.2970662951958,646.6489804736161,654.9250164824371,40489094,611.3447745186942,89.75703204329666,0.0
2020-05-07,674.138671875,677.1359713581347,646.4251935136327,650.8987159981552,50026966,622.1739109584263,90.4415193329148,0.0
2020-05-08,698.6761474609375,706.7731874423821,687.6264818225529,691.1605902433332,84262770,632.9679085867746,90.41636684892973,0.0
2020-05-11,705.3864135742188,722.4752932861393,703.3733222103791,706.8179027396051,67085063,643.6085248674665,90.3050079430872,0.0
2020-05-12,661.7470703125,701.6062908611085,655.372320874391,700.0181429966896,100683202,651.3381434849331,73.98846652268988,0.0
2020-05-13,675.7871704101562,689.5833490177412,656.6169951579172,689.5833490177412,66430125,656.0364641462054,67.9601932673732,0.0
2020-05-14,648.4657592773438,675.9000855316069,645.8013667337839,663.3909205122524,49266771,658.5499834333148,58.492724469651236,0.0
2020-05-15,659.0557250976562,662.352366946693,639.0501134333077,652.1011647623593,62152260,660.3468627929688,56.38031383216361,0.0
