Date,Close,High,Low,Open,Volume,SMA_14,RSI_14,sentiment_score
2020-05-18,650.6334228515625,669.2616544401022,644.875632962838,663.842565100716,62796089,661.13474382673,52.75953317849982,-0.2
2020-05-19,636.2501220703125,660.0943173105137,633.6986696085636,657.9718098763932,42315854,660.9463718959263,49.38246302467347,0.0
2020-05-20,647.4497680664062,653.3882265487033,629.0698717548398,636.7469852193168,55320985,661.5963221958706,52.0293821616705,0.14285714285714285
2020-05-21,650.8592529296875,659.981412669229,643.5208404585119,648.0367682176926,39167981,661.2420087541852,48.81968212122893,0.0
2020-05-22,646.4786987304688,658.4233416526746,644.1981590875719,655.6234930794669,37828973,661.5589773995536,51.10534808772728,0.0
2020-05-26,643.0918579101562,654.6752261523151,639.5919719683144,653.9752489639468,33216635,660.82080078125,47.31896693139203,0.0
2020-05-27,652.8010864257812,656.61703698639,637.6501047337907,646.2303793438942,35667956,660.7729404994419,49.83447323345637,0.0
2020-05-28,664.8585815429688,668.2455271815335,654.359044090917,657.0685886567666,40126278,660.1100769042969,47.60560035502217,0.0
2020-05-29,661.3135986328125,664.7456963541632,656.007389810822,662.9393134152917,40022527,657.4413234165737,39.18875959353913,0.0
2020-06-01,686.580322265625,694.7090163146383,666.5295595380629,668.3585186853417,39943702,656.0980311802456,45.085979686140895,0.0
2020-06-02,693.51220703125,695.4541060723005,686.7834677262479,689.1317954741431,22153960,658.3669695172991,60.270412355753635,0.5
2020-06-03,696.19921875,704.4859445214847,692.4509368094127,697.712053268636,25381289,659.824972970145,57.122593951382584,0.0
2020-06-04,713.427490234375,717.8079613810611,695.905665372641,697.2604077785676,34202350,664.4650966099331,74.38545651834225,0.0
2020-06-05,714.2855224609375,730.6783659768879,710.6727564801458,720.291708575871,33076685,668.4100821358817,72.36644300676812,0.0
2020-06-08,708.776123046875,730.859089589277,706.7439793566319,730.859089589277,31414953,672.5631321498325,74.11502386162384,0.0
2020-06-09,694.1670532226562,714.8726404733965,692.29294201313,704.6214390965813,25857161,676.7000558035714,73.97648214582605,0.0
2020-06-10,709.972900390625,713.3146942802665,695.4767428311673,696.8540614537437,22132647,681.16599382673,74.93249541815845,0.0
2020-06-11,694.4154052734375,708.0760679196416,691.3897362648564,707.1954823716251,20385805,684.2771475655692,65.83481927700149,0.0
2020-06-12,717.4918823242188,719.3885695925972,676.0355556331963,677.3903578499011,38548899,689.3495178222656,72.72730824346435,0.0
2020-06-15,729.120361328125,734.7201185977291,704.9826774658966,706.7439083037186,53107403,695.4944109235491,76.1531875920099,-0.5
2020-06-16,730.54296875,744.4746053701579,715.9112952066059,741.9683047604242,51187003,701.0474025181362,74.88795055716975,0.0
2020-06-17,729.481689453125,738.5586972066078,723.4980791176175,726.2753520321108,41782053,705.6633387974331,72.25504287330378,0.0
2020-06-18,747.793701171875,751.9031997400788,725.0785489207035,725.7107978465832,40471557,711.8404889787946,77.03270428924225,0.0
2020-06-19,794.53369140625,807.8105013724783,750.5484911968546,754.1611973181019,105804173,719.5514439174107,79.75104574780808,0.2222222222222222
2020-06-22,788.5501098632812,814.7650899304879,783.5148135515716,800.8560305108304,60198705,726.33986554827,76.32927141469142,0.25
2020-06-23,777.1473388671875,796.4981230069162,774.9796793150689,790.2886927800162,37962078,732.1218741280692,71.39273934632696,-0.5
2020-06-24,780.285888671875,800.5398941664224,772.9926883895107,783.9212306484618,51586221,736.8974740164621,69.0908805721994,0.25
2020-06-25,775.79248046875,789.837054705863,773.6022450212416,779.9019790081456,39679374,741.2908281598773,67.20561299125967,0.25
2020-06-26,786.5178833007812,791.1919028764127,775.3860969939733,780.7149415817722,30921913,746.8438110351562,71.13041983761515,0.0
2020-06-29,778.1634521484375,785.6598967514907,774.7313543352946,780.3762638421109,25621946,752.8435538155692,73.63401712190557,0.0
2020-06-30,769.560546875,786.2243018289918,765.6993848508981,784.4179786955026,30276420,757.0998142787388,67.47444568782393,0.0
2020-07-01,784.68896484375,789.8371415415186,771.3443662186169,776.7409392467646,28464103,763.5479256766183,76.54006988148284,0.0
2020-07-02,798.19775390625,801.4851428535685,786.7259244633,790.3307243392775,28789533,769.3126307896206,75.14160495118219,0.0
2020-07-03,810.6897583007812,813.0023064997346,801.6664846343106,807.0169546549783,29434266,775.1390162876675,75.27463071468854,0.0
2020-07-06,839.6640014648438,842.4752438841282,812.5941218966552,818.4434059167284,47016185,782.9333757672991,78.88056101826392,0.0
2020-07-07,826.8092651367188,845.3546275122593,819.032966945957,843.3822180562978,35189589,789.8853454589844,74.24567114080693,0.0
2020-07-08,815.2694091796875,832.0236438535034,811.6419416064408,827.0812567649883,26204095,794.7050388881138,67.3961085105325,0.0
2020-07-09,827.1719360351562,832.0463193953086,809.9415548565688,820.257139626406,36418942,797.0363420758929,60.25704323554381,0.0
2020-07-10,851.5665893554688,854.5365672443328,827.1719444149811,829.0990778284718,43759967,801.5375191824777,67.74985146308859,0.0
2020-07-13,877.3894653320312,883.1480175589572,861.5193398778321,863.0383306607164,69608392,808.6976710728237,76.11386024479215,0.0
2020-07-14,869.2277221679688,880.4274760561808,855.7608159923657,876.9360759259316,67331128,815.0506591796875,72.57911319344998,0.0
2020-07-15,836.1271362304688,897.2496904821614,815.2693491404729,878.7269992664014,139669773,819.3602774483817,63.37422580796168,0.0
2020-07-16,835.855224609375,847.463061457531,821.8214999600007,837.4875551151266,60961724,822.8843732561384,61.467950040248475,0.0
2020-07-17,866.8245239257812,870.5879989548259,833.4066071401047,836.5806561826539,49726765,829.21730695452,68.64785786670137,0.0
2020-07-20,870.5426635742188,876.0292010321696,861.3607145700907,869.5904907729887,36592938,836.4303152901786,71.68489326046365,1.0
2020-07-21,893.9623413085938,896.4335647635958,878.0696081666921,879.2031842537095,42173371,844.2355564662388,72.65850455021666,0.0
2020-07-22,908.67626953125,911.39684028734,889.0426683207968,899.1541819328522,59771457,852.1268790108817,72.79447395701631,-0.4
2020-07-23,933.0708618164062,943.0009721388484,902.9403320698102,908.6535486923684,58333751,860.868386404855,74.06814345059644,0.25
2020-07-24,973.1315307617188,980.771821076851,933.0708895039388,933.1615612066566,120597372,870.4017813546317,75.15168775051252,0.2
2020-07-27,977.6885375976562,997.0047292904096,964.8564523008032,987.9361194684092,80304827,881.1788722446987,79.35080731146783,0.0
2020-07-28,987.437255859375,994.8281988813133,975.1719293046234,977.688488793748,55114422,893.4765755789621,83.72714376994361,0.0
2020-07-29,950.6866455078124,989.7497164572248,938.806733983119,987.5279599955765,72663399,902.299054827009,72.04955084036422,0.0
2020-07-30,956.2185668945312,970.2068959629854,939.5096069794464,951.7522658851112,72857444,909.7741960797991,70.03125806101886,0.0
2020-07-31,937.2876586914062,965.3550445545932,930.8036133523276,958.7803275248538,74958061,914.0526384626116,61.7756971666005,1.0
2020-08-03,910.9434204101562,932.7081063612384,908.2681255398212,930.1235431581412,46715383,917.0323311941964,57.65391369007624,0.0
2020-08-04,975.1492309570312,982.5855095976556,906.9758674005031,916.2032119273854,92041055,926.9624808175223,72.8942873891238,0.0
2020-08-05,964.1988525390624,995.7349719814192,960.5033812650584,983.492374105097,74549993,936.1298828125,70.41764282762495,0.0
2020-08-06,967.6676025390624,982.9029063632008,955.7423553761496,978.0511909769216,49322975,943.3329598563058,67.58101707756461,1.0
2020-08-07,973.2675170898438,978.41397565965,961.3649973579196,965.7178986420788,32984416,950.6704493931362,67.79234393149986,0.5
2020-08-10,961.206298828125,981.6787342996,955.8784966522268,979.0034992486233,26958997,955.4735892159598,62.12395091193326,0.0
2020-08-11,967.5316162109376,979.4115277857608,952.3643158271036,967.9850346750636,46828306,959.6775425502232,60.942500822713704,0.25
2020-08-12,964.7203369140624,972.610094232018,955.28898076835,961.727691023823,30264617,961.9382193429129,56.39779505587741,0.0
2020-08-13,962.203857421875,969.8441477839456,956.7399877786922,964.9017603707092,24830322,961.1576712472098,47.39572439092863,0.0
2020-08-14,958.4630737304688,978.0512804622296,947.3313228359068,962.4305605276342,33224635,959.784423828125,45.40030583826321,0.0
2020-08-17,948.283447265625,954.472749949031,938.648020485672,954.472749949031,30979066,956.9877232142857,40.65172254197792,0.5
2020-08-18,960.6168212890624,967.758357006886,944.202605110072,945.4041850307872,30547672,957.697021484375,52.683831292229726,0.3333333333333333
2020-08-19,966.5114135742188,976.6909912734272,961.8864371354928,970.7963711289711,34087543,958.4322248186384,52.77640763099682,0.0
2020-08-20,950.8680419921876,963.0426971858464,946.7644877423544,961.2742991196268,22537845,959.4022521972656,53.72933496786419,0.25
2020-08-21,943.975830078125,962.1811114690666,941.776681643698,960.3673777103614,25280895,961.7617100306919,60.156124210286876,0.0
2020-08-24,950.278564453125,954.2460509640608,938.829403447164,948.3061551600296,32717218,959.9852338518415,38.12516283127974,1.0
2020-08-25,944.0892333984376,957.329460746316,942.2301636663344,954.9262408658594,19388008,958.548832484654,39.94106469450374,0.0
2020-08-26,969.1185913085938,973.9476387792452,928.1737834197,945.404164454041,59870421,958.6524745396206,50.597018448731504,0.0
2020-08-27,957.011962890625,974.8771650364312,953.6792384308744,973.9702681942396,28085062,957.4913635253906,43.651478868774205,0.0
2020-08-28,959.528564453125,967.1235185049004,955.0395957954092,961.2742345079783,27166900,957.3715253557477,49.29198579850444,0.0
2020-08-31,943.4544677734376,985.7595929976718,934.2271229260566,985.7595929976718,62076132,955.6517290387835,40.611767752155224,0.08333333333333333
2020-09-01,946.4243774414062,962.362446519786,935.1565603111148,952.205597527122,38616258,954.3448747907366,42.87480027591755,0.0
2020-09-02,964.9923706054688,969.4360033995824,945.404165606812,948.5781547637196,26949439,954.5440543038504,50.96528016936297,0.0
2020-09-03,957.6921997070312,969.7761228830587,953.5659776492616,964.9017393534516,18586429,954.488991873605,49.73956958667652,0.0
2020-09-04,941.8900146484376,950.822615867292,939.6001945341708,944.746652794342,28475945,954.0323181152344,47.91911009824584,0.0
2020-09-07,944.3385620117188,954.8128218318382,926.9267781694188,944.9507158856928,21926473,952.8695853097098,44.33751351911404,0.0
2020-09-08,955.4251098632812,961.7277530048063,943.363793855557,948.5782565741886,27397082,952.0777064732143,46.27800746209934,0.0
2020-09-09,980.023681640625,982.9483238635318,943.7945186882138,945.4042412879572,55310877,954.1602521623884,59.23319516960428,0.05263157894736842
2020-09-10,1049.2398681640625,1063.2735913062183,986.3715829983508,989.8857107486724,140304404,961.6791120256696,73.90095407247765,0.23076923076923078
2020-09-11,1051.8472900390625,1060.054399431229,1037.0428539822522,1048.3332813865743,59470807,968.9340209960938,73.45551252509621,0.0
2020-09-14,1044.0482177734375,1070.0978626809967,1034.7301409572988,1054.2277957192978,44063445,976.0739484514509,72.91341376465837,0.3333333333333333
2020-09-15,1051.4390869140625,1054.5677402462595,1037.518702454909,1048.3104335818653,27178393,981.9539838518415,70.53035808280896,0.3333333333333333
2020-09-16,1054.0235595703125,1074.3372576523657,1047.6755813917168,1051.9604186878269,33952295,988.8833836146763,75.4006734996798,0.5
2020-09-17,1042.3251953125,1058.17259404091,1039.1964218842008,1051.9605029718427,25828669,994.7974286760602,70.68422275664,0.5
2020-09-18,1045.4764404296875,1051.7110790333331,1032.2588818564082,1049.3532551234189,33074915,1002.084712437221,77.2463208710331,0.5
2020-09-21,1022.8728637695312,1059.215300889657,1019.0185972834088,1042.891757906889,33627381,1007.5453186035156,68.47874194922808,0.5
2020-09-22,1002.6044921875,1032.462885418295,998.2515311852266,1032.462885418295,34792254,1010.2318987165179,59.017288683704166,0.0
2020-09-23,1011.5144653320312,1032.349647647501,999.9520239691242,1024.7546930361625,42988708,1014.0763462611607,62.804739570476436,0.2
2020-09-24,989.0242309570312,1009.337868735385,986.6890150583746,1001.130821092991,29826318,1017.4430759974888,60.8677577670467,0.5
2020-09-25,998.319580078125,1003.3526989604932,982.7215890510984,992.561027630643,28374935,1021.2988630022321,62.06547970658412,0.0
2020-09-28,1004.9169921875,1014.7791583315968,1000.7454344947184,1009.7913754651388,19666849,1024.833997453962,61.28863403177733,0.0
2020-09-29,1017.9758911132812,1026.5683543037608,1004.9170669476492,1008.8846136182148,25842539,1027.5448695591517,59.13756076801424,0.0
2020-09-30,1013.1241455078124,1027.928578554187,1008.8845241351472,1024.754589473698,24465159,1024.9651750837054,37.39917766282129,0.0
2020-10-01,1008.9979248046876,1026.4776536649397,1003.8968020817643,1026.4776536649397,20783227,1021.9045061383929,35.206584890758975,0.07692307692307693
2020-10-05,1003.0806884765624,1019.8349246567832,1000.2694458305724,1017.4997684325708,18922799,1018.978254045759,35.67007430420399,0.6
2020-10-06,1002.2417602539062,1012.9200316663944,998.2968817912704,1008.9978810960308,18412175,1015.4641592843192,31.96473536983693,0.0
2020-10-07,1023.6209106445312,1046.9725864960417,1006.6172119450066,1013.4186674375992,53170865,1013.2925415039062,40.204493154391656,0.0
2020-10-08,1015.3458862304688,1028.3821018510423,1007.5695886566496,1024.301155767066,21077808,1011.3654479980469,41.11138950432557,-0.25
2020-10-09,1012.716064453125,1021.5806624419674,1005.3024535496828,1013.4188900706192,18545499,1009.0254211425781,39.16954673786536,0.0
2020-10-12,1014.348388671875,1022.8275119437076,1009.4513972409952,1013.418883808066,14226473,1008.4165300641741,46.72816846307198,0.0
2020-10-13,1034.1407470703125,1036.4305673579886,1009.2699549272936,1011.423767661742,23112012,1010.6691196986607,62.148516192378665,0.0
2020-10-14,1037.22412109375,1044.7057362892783,1028.6088696874467,1033.324638008591,26742011,1012.5055236816406,60.36946609534866,-0.3333333333333333
2020-10-15,1000.4959716796876,1038.357459681843,995.2815098619012,1038.357459681843,20036197,1013.324933733259,54.15023271404331,0.0
2020-10-16,986.5757446289062,1012.285249528179,985.1474254749344,1004.3502763795696,21583600,1012.486088344029,45.88890156618768,0.0
2020-10-19,986.7570190429688,1010.5621766967382,977.2123240387696,993.0370533155368,31200385,1011.188947405134,43.34383734545433,0.0
2020-10-20,977.552490234375,994.374789553876,975.8974318290544,988.0267509433464,18482288,1008.3015616280692,34.75283269847307,0.0
2020-10-21,963.3600463867188,993.9213260213652,951.1853919731954,983.0389831777512,34082321,1004.7469831194196,32.465212586998135,0.0
2020-10-22,955.3569946289062,966.9421636132012,948.124786973838,964.629675395071,30802210,1000.9154881068638,31.601829657619533,0.0
2020-10-23,958.1229248046876,968.0757029274416,950.573306510884,954.9262077062732,23422125,997.7042192731585,34.23934672889446,0.0
2020-10-26,920.057373046875,953.0898169372152,915.2509933655792,953.0898169372152,37324416,991.8339059012277,27.152371369474167,0.0
2020-10-27,922.5059204101562,934.0003573150688,909.129685940206,922.6872638083933,36478896,984.6114065987723,18.582726860343612,0.0
2020-10-28,912.0543212890624,933.0255097674074,910.2179195551136,925.8159103792912,29924017,977.2334376743862,18.334738533584684,0.0
2020-10-29,919.0597534179688,925.9066057760116,902.781605556934,905.5021761803396,30655304,970.543701171875,22.038684255698243,-1.0
2020-10-30,931.5745849609376,936.3809648847906,916.7473625510196,922.0524968177426,34021563,964.6312866210938,26.795509967469897,-0.42857142857142855
2020-11-02,851.2945556640625,919.1051761545776,842.9967754989971,919.1051761545776,99366895,951.5708443777902,11.722829903435525,-0.16666666666666666
2020-11-03,839.0291748046875,865.600239943717,832.0917105106013,856.9850494031045,88691623,937.4140625,10.045687720028837,-0.4
2020-11-04,867.504638671875,874.6689020903103,832.953205081128,832.953205081128,80180117,927.9146815708706,22.267391157150115,-0.4
2020-11-05,886.4581298828125,889.1560327894556,876.0292050636682,886.4354619573483,37205373,920.763423374721,29.551771946983877,0.0
2020-11-06,920.0800170898438,924.9997362683604,896.955016187128,902.3282137896616,66674086,916.0007803780692,38.018429338482065,-0.125
2020-11-09,929.8515014648438,938.1492815350944,923.1860519106892,935.0206280565576,35838510,912.5935668945312,41.44576736052814,0.0
2020-11-10,945.2001342773438,947.6713579150476,925.543924674604,941.7767378395364,36934242,911.2964303152902,46.756826282687136,0.0
2020-11-11,905.5928344726562,949.9384288213168,896.9323084725518,947.217858238175,56724780,907.7418474469866,42.01411049170066,0.16666666666666666
2020-11-12,897.7938232421875,910.6939707303044,890.9923666961812,898.2473016530297,40046527,903.4326259068081,40.472606642818754,1.0
2020-11-13,905.2301025390624,923.4807196009718,898.5873814202945,898.7007210390979,45388670,902.37353515625,47.40763284747834,1.0
2020-11-14,907.9054565429688,913.8000769836484,904.7541349819926,913.6187335697492,5226220,901.3306448800223,47.449310138484115,0.0
2020-11-17,903.8018188476562,945.4041769988106,900.0610116001939,945.4041769988106,46542562,900.7411804199219,48.52559224827202,0.0
2020-11-18,901.05859375,909.8098520291384,888.7705994600573,903.801832450074,30402290,899.4553833007812,46.73413998646843,0.0
2020-11-19,894.6878051757812,911.6007742263724,892.4433209997255,901.0585109693924,27796343,896.8206133161273,43.155221610704764,0.0
2020-11-20,861.2926635742188,899.5169003772073,859.2521905953536,895.5266860839987,57471248,897.5347638811384,52.246088688479674,-0.16666666666666666
2020-11-23,884.5084228515625,893.2596216864068,873.4220078266853,884.6444304096374,45327567,900.7832815987723,59.73786902599355,-0.16666666666666666
2020-11-24,890.5616455078125,895.0732820966707,876.0291671598031,890.538977583329,30936268,902.4302106584821,55.46128126423993,0.2857142857142857
2020-11-25,883.193359375,903.6657931642696,880.654192057057,897.7938413094128,32637879,902.1970127650669,49.181802829931236,0.0
2020-11-26,885.3698120117188,890.9923565552566,875.1449593853476,885.5738832910803,25838637,899.7177124023438,39.67355106280211,0.0
2020-11-27,875.0316162109375,886.956863707273,871.2228051404243,879.8833317328676,47336811,895.802006312779,33.74563630737045,0.0
2020-12-01,886.412841796875,891.5593007073751,875.1450831922687,879.8153957062484,19750687,891.6029139927456,32.149305392102534,0.0
2020-12-02,887.8864135742188,889.6321436054803,877.3894853981996,888.0450890461269,22188887,890.3381696428571,43.003082385061774,0.0
2020-12-03,890.5616455078125,898.2926670858094,888.1130898872199,894.166445181224,27785372,889.8215855189732,47.02149993816368,0.0
